-7.0422667584	  inf
-0.9942353343	8.58819e-01
-0.5927444663	4.03819e-01
-0.4237404084	2.85121e-01
-0.3300275583	2.21156e-01
-0.2703495497	1.80827e-01
-0.2289845759	1.53006e-01
-0.1986139551	1.32632e-01
-0.1753642315	1.17060e-01
-0.1569917474	1.04768e-01
-0.1421064557	9.48158e-02
-0.1298010371	8.65930e-02
-0.1194579426	7.96842e-02
-0.1106422460	7.37975e-02
-0.1030387531	6.87214e-02
-0.0964134358	6.42993e-02
-0.0905888628	6.04125e-02
-0.0854281621	5.69684e-02
-0.0808238975	5.38963e-02
-0.0766906598	5.11388e-02
-0.0729596723	4.86498e-02
-0.0695749284	4.63920e-02
-0.0664903586	4.43345e-02
-0.0636677174	4.24519e-02
-0.0610749843	4.07229e-02
-0.0586851313	3.91298e-02
-0.0564753520	3.76548e-02
-0.0544259690	3.62881e-02
-0.0525201286	3.50171e-02
-0.0507432588	3.38322e-02
-0.0490826952	3.27248e-02
-0.0475273789	3.16877e-02
-0.0460676084	3.07143e-02
-0.0446948349	2.97991e-02
-0.0434014891	2.89373e-02
-0.0421808292	2.81248e-02
-0.0410270521	2.73531e-02
-0.0399347169	2.66248e-02
-0.0388990426	2.59342e-02
-0.0379157319	2.52785e-02
-0.0369809109	2.46552e-02
-0.0360910782	2.40619e-02
-0.0352430599	2.34966e-02
-0.0344339691	2.29575e-02
-0.0336611668	2.24430e-02
-0.0329222199	2.19525e-02
-0.0322151299	2.14776e-02
-0.0315377754	2.10260e-02
-0.0308883195	2.05930e-02
-0.0302650730	2.01774e-02
-0.0296664804	1.97783e-02
-0.0290911063	1.93948e-02
-0.0285376221	1.90259e-02
-0.0280047931	1.86711e-02
-0.0274914615	1.83301e-02
-0.0269965224	1.80034e-02
-0.0265192252	1.76800e-02
-0.0260585124	1.73728e-02
-0.0256135343	1.70761e-02
-0.0251834982	1.67894e-02
-0.0247676635	1.65122e-02
-0.0243653364	1.62440e-02
-0.0239758647	1.59847e-02
-0.0235986293	1.57340e-02
-0.0232330309	1.54924e-02
-0.0228784656	1.52613e-02
-0.0225347521	1.50235e-02
-0.0222012133	1.48011e-02
-0.0218774041	1.45852e-02
-0.0215629046	1.43755e-02
-0.0212573181	1.41719e-02
-0.0209602682	1.39740e-02
-0.0206713943	1.37820e-02
-0.0203903433	1.35961e-02
-0.0201167528	1.34177e-02
-0.0198502202	1.32493e-02
-0.0195909598	1.30608e-02
-0.0193383846	1.28924e-02
-0.0190922389	1.27283e-02
-0.0188522799	1.25684e-02
-0.0186182754	1.24125e-02
-0.0183900012	1.22608e-02
-0.0181672353	1.21134e-02
-0.0179497459	1.19715e-02
-0.0177372674	1.18374e-02
-0.0175299757	1.16868e-02
-0.0173274733	1.15518e-02
-0.0171295959	1.14199e-02
-0.0169361864	1.12910e-02
-0.0167470941	1.11650e-02
-0.0165621722	1.10420e-02
-0.0163812737	1.09224e-02
-0.0162042426	1.08069e-02
-0.0160308940	1.06977e-02
-0.0158609792	1.05992e-02
-0.0156950188	1.04634e-02
-0.0155324953	1.03551e-02
-0.0153733029	1.02490e-02
-0.0152173393	1.01451e-02
-0.0150645044	1.00435e-02
-0.0149146968	9.94441e-03
